GEOID,total_pop,median_rent,median_income,median_age,educational_attainment_pop25,bachelor_degree,master_degree,professional_degree,doctoral_degree,white,african_american,tenure_owner,with_children,boardings,alightings
170313018023,1560.0,800.0,36250.0,28.7,869.0,87.0,8.0,0.0,0.0,850.0,0.0,141.0,386.0,165.0,54.0
170313018022,1178.0,796.0,29643.0,25.4,599.0,25.0,0.0,0.0,1.0,677.0,33.0,64.0,334.0,10.0,71.0
170310714002,2018.0,1628.0,159205.0,38.8,1798.0,556.0,496.0,149.0,82.0,1666.0,208.0,568.0,101.0,160.0,169.0
170310714004,739.0,1695.0,238421.0,35.1,597.0,192.0,201.0,150.0,19.0,562.0,0.0,295.0,117.0,255.0,153.0
170310702002,1187.0,1431.0,181736.0,30.8,819.0,315.0,103.0,117.0,33.0,1116.0,49.0,242.0,214.0,92.0,137.0
170310718001,1998.0,1522.0,183875.0,34.9,1407.0,510.0,319.0,145.0,78.0,1400.0,312.0,499.0,442.0,34.0,52.0
170310801005,1628.0,1739.0,250001.0,41.4,1289.0,645.0,189.0,160.0,102.0,1240.0,48.0,461.0,238.0,14.0,90.0
170310715005,582.0,1925.0,233462.0,40.3,553.0,335.0,145.0,25.0,15.0,507.0,0.0,288.0,29.0,255.0,117.0
170310803004,931.0,1944.0,219571.0,33.4,918.0,396.0,180.0,128.0,17.0,901.0,0.0,426.0,0.0,122.0,115.0
170311003002,1194.0,931.0,91914.0,54.4,1009.0,219.0,195.0,56.0,47.0,1083.0,7.0,265.0,169.0,4.0,6.0
170317608033,1186.0,1097.0,80481.0,48.9,1123.0,196.0,89.0,15.0,0.0,937.0,36.0,345.0,38.0,12.0,12.0
170311105014,439.0,1159.0,89875.0,50.6,412.0,77.0,77.0,0.0,21.0,378.0,1.0,61.0,0.0,70.0,22.0
170311403011,1029.0,1268.0,60069.0,38.3,652.0,136.0,0.0,0.0,0.0,576.0,18.0,157.0,248.0,76.0,173.0
170310209021,2763.0,984.0,41641.0,38.7,2141.0,243.0,94.0,43.0,10.0,1379.0,539.0,516.0,356.0,166.0,37.0
170313406001,981.0,296.0,16114.0,26.9,504.0,17.0,9.0,8.0,5.0,10.0,957.0,0.0,301.0,85.0,100.0
170313514001,1841.0,532.0,16622.0,28.1,1009.0,176.0,62.0,15.0,19.0,69.0,1613.0,96.0,487.0,52.0,54.0
170318221011,1209.0,1145.3387096774193,73092.0,38.0,802.0,126.0,19.0,0.0,9.0,963.0,37.0,378.0,217.0,9.0,244.0
170318219003,973.0,1145.3387096774193,81250.0,42.9,618.0,133.0,73.0,36.0,30.0,901.0,60.0,357.0,263.0,12.0,2.0
170318429001,521.0,1145.3387096774193,144922.0,34.8,427.0,131.0,24.0,45.0,5.0,111.0,102.0,135.0,68.0,61.0,38.0
170318412002,1566.0,1056.0,43594.0,29.7,913.0,205.0,122.0,21.0,0.0,752.0,46.0,78.0,557.0,66.0,66.0
170318214022,1393.0,995.0,77273.0,47.0,1038.0,96.0,24.0,0.0,15.0,7.0,1386.0,374.0,219.0,0.0,0.0
170318217005,798.0,1120.0,85208.08522167488,26.4,448.0,134.0,17.0,26.0,0.0,447.0,351.0,132.0,190.0,59.0,16.0
170318265001,1169.0,987.0,44464.0,38.7,740.0,134.0,64.0,0.0,0.0,94.0,958.0,255.0,273.0,0.0,0.0
170318209021,921.0,1145.3387096774193,95893.0,39.2,590.0,63.0,54.0,12.0,0.0,868.0,0.0,307.0,243.0,15.0,25.0
170318209022,1766.0,1360.0,91087.0,31.2,1047.0,173.0,65.0,18.0,0.0,1207.0,239.0,367.0,399.0,0.0,0.0
170318219001,1155.0,1601.0,81042.0,33.8,747.0,91.0,42.0,0.0,0.0,681.0,263.0,266.0,123.0,87.0,96.0
170318219002,1056.0,2066.0,102130.0,50.1,842.0,190.0,37.0,0.0,9.0,570.0,412.0,287.0,131.0,0.0,0.0
170310632006,1435.0,1343.0,85208.08522167488,31.7,1260.0,405.0,332.0,97.0,20.0,1354.0,29.0,190.0,41.0,96.0,94.0
170317302022,1359.0,1177.0,65526.0,35.8,841.0,167.0,74.0,33.0,0.0,20.0,1325.0,294.0,174.0,36.0,66.0
170317306003,1041.0,939.0,43992.0,51.4,844.0,139.0,254.0,0.0,0.0,0.0,1041.0,349.0,136.0,27.0,57.0
170311605021,1037.0,1016.0,59643.0,35.5,695.0,132.0,26.0,8.0,8.0,582.0,0.0,149.0,246.0,38.0,42.0
170314402014,1433.0,897.0,85208.08522167488,31.6,989.0,141.0,39.0,0.0,0.0,130.0,1278.0,77.0,353.0,69.0,78.0
170310802023,1514.0,1429.0,198750.0,32.6,1292.0,585.0,450.0,117.0,94.0,1373.0,55.0,503.0,35.0,47.0,93.0
170310301011,1067.0,956.0,44500.0,30.2,786.0,132.0,26.0,0.0,0.0,688.0,314.0,13.0,198.0,53.0,114.0
170318214021,822.0,804.0,61676.0,54.7,774.0,70.0,37.0,16.0,0.0,82.0,726.0,268.0,14.0,3.0,45.0
170318214011,777.0,838.0,85208.08522167488,41.4,571.0,108.0,24.0,52.0,0.0,25.0,594.0,104.0,99.0,0.0,0.0
170318214012,736.0,1145.3387096774193,106369.0,37.5,476.0,19.0,74.0,0.0,0.0,13.0,713.0,146.0,96.0,0.0,0.0
170318235001,1172.0,971.0,51913.0,39.8,834.0,154.0,80.0,0.0,0.0,930.0,121.0,280.0,182.0,2.0,6.0
170312909001,815.0,391.0,85208.08522167488,27.3,512.0,55.0,0.0,0.0,0.0,0.0,815.0,21.0,201.0,124.0,174.0
170318371002,866.0,1103.0,31653.0,42.1,636.0,106.0,24.0,48.0,5.0,147.0,681.0,94.0,97.0,59.0,55.0
170318331002,1310.0,1145.3387096774193,163417.0,30.6,876.0,346.0,217.0,49.0,27.0,791.0,399.0,364.0,262.0,31.0,25.0
170318415002,1299.0,1133.0,33462.0,26.4,672.0,66.0,33.0,30.0,12.0,76.0,1201.0,122.0,356.0,48.0,78.0
170316405001,1944.0,1113.0,86953.0,48.7,1591.0,272.0,79.0,0.0,16.0,1685.0,21.0,640.0,181.0,18.0,10.0
170318219005,1127.0,1145.3387096774193,110139.0,39.5,726.0,156.0,204.0,16.0,1.0,1102.0,0.0,373.0,298.0,0.0,7.0
170316609003,1790.0,1124.0,34096.0,34.8,1058.0,27.0,11.0,0.0,0.0,127.0,1426.0,202.0,397.0,42.0,59.0
170315201001,2001.0,862.0,53427.0,35.8,1253.0,112.0,20.0,13.0,10.0,1571.0,123.0,306.0,400.0,25.0,14.0
170315203004,1295.0,1145.3387096774193,54406.0,27.2,654.0,95.0,0.0,0.0,0.0,1011.0,57.0,349.0,306.0,18.0,13.0
170315205002,2834.0,1247.0,71118.0,35.1,1738.0,170.0,53.0,9.0,0.0,2398.0,87.0,677.0,566.0,2.0,4.0
170315301002,1412.0,741.0,56071.0,31.4,839.0,72.0,0.0,6.0,0.0,572.0,758.0,218.0,199.0,92.0,87.0
170317104003,721.0,859.0,50924.0,50.6,589.0,77.0,0.0,0.0,0.0,0.0,721.0,162.0,41.0,81.0,200.0
170318305003,1212.0,1145.3387096774193,44214.0,30.9,847.0,47.0,0.0,0.0,0.0,1101.0,0.0,268.0,182.0,10.0,31.0
170318402001,2419.0,1030.0,77083.0,38.9,1780.0,331.0,107.0,23.0,23.0,728.0,51.0,530.0,431.0,154.0,165.0
170311407011,1459.0,1173.0,83000.0,36.3,1088.0,300.0,123.0,48.0,11.0,664.0,87.0,185.0,269.0,390.0,429.0
170311606013,1589.0,1223.0,106481.0,35.3,1039.0,427.0,125.0,25.0,16.0,1264.0,63.0,237.0,409.0,71.0,55.0
170311502001,1226.0,943.0,146029.0,38.7,841.0,121.0,241.0,0.0,16.0,1051.0,0.0,387.0,236.0,57.0,39.0
170317709021,1376.0,1133.0,84231.0,51.0,1166.0,184.0,110.0,23.0,0.0,1167.0,2.0,514.0,158.0,16.0,19.0
170317709022,1933.0,916.0,64938.0,40.3,1379.0,247.0,82.0,7.0,0.0,1828.0,7.0,479.0,379.0,6.0,4.0
170312416001,1433.0,1745.0,138900.0,30.5,1202.0,598.0,194.0,73.0,20.0,1235.0,14.0,229.0,123.0,74.0,74.0
170312416002,2047.0,1707.0,93952.0,29.8,1761.0,927.0,310.0,82.0,0.0,1620.0,82.0,254.0,38.0,312.0,276.0
170314401012,1135.0,866.0,20198.0,29.5,588.0,41.0,0.0,0.0,0.0,0.0,1135.0,35.0,268.0,0.0,0.0
170317709013,623.0,1145.3387096774193,123571.0,53.5,492.0,94.0,32.0,0.0,0.0,583.0,0.0,210.0,69.0,45.0,34.0
170317709014,2318.0,972.0,87768.0,44.3,1825.0,283.0,75.0,46.0,9.0,1967.0,39.0,758.0,366.0,13.0,17.0
170317709011,1106.0,1650.0,98281.0,44.4,844.0,114.0,61.0,43.0,0.0,1035.0,0.0,434.0,204.0,11.0,14.0
170317709012,901.0,1145.3387096774193,88194.0,44.0,638.0,107.0,60.0,20.0,0.0,838.0,0.0,303.0,131.0,11.0,19.0
170312415002,702.0,1885.0,172000.0,29.5,594.0,325.0,73.0,37.0,17.0,634.0,10.0,107.0,41.0,166.0,124.0
170315302004,1016.0,1032.0,36083.0,48.1,769.0,22.0,25.0,41.0,0.0,21.0,995.0,197.0,96.0,48.0,22.0
170315501006,2137.0,728.0,66386.0,37.6,1317.0,40.0,15.0,0.0,0.0,1965.0,95.0,480.0,372.0,6.0,9.0
170310804002,553.0,944.0,30081.0,30.6,433.0,0.0,87.0,0.0,22.0,0.0,465.0,0.0,85.0,73.0,55.0
170310804003,946.0,2391.0,250001.0,31.2,736.0,451.0,153.0,65.0,48.0,719.0,11.0,293.0,143.0,10.0,60.0
170318228022,842.0,1519.0,64276.0,41.6,540.0,87.0,53.0,17.0,1.0,700.0,132.0,213.0,178.0,1.0,12.0
170318228023,825.0,1145.3387096774193,77069.0,46.3,604.0,166.0,62.0,0.0,8.0,737.0,0.0,271.0,195.0,4.0,67.0
170311701001,1931.0,1145.3387096774193,86146.0,56.6,1707.0,167.0,140.0,12.0,34.0,1567.0,117.0,817.0,102.0,85.0,75.0
170311702001,1127.0,1145.3387096774193,88650.0,46.1,832.0,176.0,91.0,13.0,0.0,937.0,1.0,305.0,133.0,67.0,34.0
170311702002,1516.0,1144.0,67115.0,37.3,1097.0,225.0,84.0,9.0,15.0,1022.0,0.0,417.0,246.0,31.0,56.0
170311703001,632.0,1053.0,85208.08522167488,49.2,495.0,75.0,63.0,0.0,0.0,571.0,3.0,136.0,87.0,31.0,37.0
170311704002,1158.0,1504.0,88355.0,34.5,825.0,205.0,7.0,6.0,0.0,765.0,19.0,268.0,225.0,23.0,52.0
170311705002,846.0,1145.3387096774193,103949.0,41.3,553.0,122.0,7.0,0.0,10.0,846.0,0.0,225.0,177.0,1.0,78.0
170310404021,502.0,1520.0,210909.0,33.4,309.0,192.0,58.0,23.0,0.0,435.0,0.0,138.0,75.0,29.0,72.0
170310404025,1887.0,1404.0,147569.0,31.1,1390.0,550.0,364.0,93.0,71.0,1408.0,96.0,317.0,423.0,138.0,86.0
170310404023,1523.0,1338.0,136000.0,33.5,1167.0,493.0,272.0,123.0,31.0,1239.0,22.0,249.0,237.0,85.0,90.0
170310406001,618.0,1630.0,85208.08522167488,33.3,397.0,256.0,88.0,18.0,15.0,499.0,53.0,123.0,190.0,138.0,157.0
170310406002,1098.0,1473.0,122404.0,32.4,895.0,394.0,254.0,56.0,55.0,1052.0,0.0,149.0,89.0,13.0,19.0
170310407002,968.0,1304.0,131528.0,37.6,729.0,294.0,151.0,39.0,38.0,846.0,9.0,218.0,187.0,70.0,67.0
170310407003,732.0,1458.0,122125.0,44.1,587.0,304.0,106.0,42.0,0.0,611.0,0.0,200.0,134.0,0.0,0.0
170310408001,787.0,1453.0,103438.0,34.8,637.0,196.0,180.0,40.0,8.0,682.0,3.0,132.0,127.0,134.0,62.0
170311104003,1373.0,1158.0,71992.0,45.0,1081.0,267.0,133.0,19.0,15.0,1088.0,0.0,294.0,123.0,22.0,18.0
170318208001,1630.0,755.0,58542.0,29.7,911.0,58.0,34.0,19.0,0.0,1216.0,30.0,332.0,432.0,0.0,0.0
170318233041,789.0,905.0,101484.0,33.4,481.0,28.0,66.0,0.0,0.0,669.0,75.0,195.0,242.0,26.0,2.0
170318233042,989.0,990.0,86420.0,36.7,706.0,82.0,18.0,13.0,0.0,701.0,99.0,311.0,189.0,21.0,4.0
170318233045,585.0,925.0,85208.08522167488,40.6,471.0,39.0,30.0,16.0,0.0,372.0,213.0,120.0,84.0,3.0,69.0
170318232001,2021.0,1471.0,78696.0,52.3,1529.0,199.0,127.0,0.0,11.0,1802.0,101.0,739.0,361.0,0.0,0.0
170310106003,2770.0,1117.0,99028.0,26.2,1474.0,296.0,270.0,40.0,41.0,1675.0,552.0,179.0,559.0,93.0,318.0
170318306004,515.0,1186.0,52279.0,30.5,351.0,69.0,48.0,0.0,12.0,214.0,132.0,49.0,89.0,148.0,644.0
170310205003,1840.0,1145.3387096774193,41771.0,47.8,1445.0,98.0,53.0,0.0,0.0,585.0,191.0,248.0,243.0,35.0,76.0
170310203012,1602.0,1145.3387096774193,57188.0,34.4,1004.0,507.0,91.0,41.0,20.0,1164.0,10.0,355.0,492.0,5.0,9.0
170310201001,2202.0,1106.0,66719.0,36.7,1584.0,342.0,233.0,13.0,21.0,1016.0,595.0,280.0,469.0,7.0,93.0
170310104003,2831.0,1048.0,111974.0,20.5,891.0,336.0,206.0,71.0,18.0,2184.0,427.0,123.0,21.0,118.0,357.0
170311005002,721.0,1145.3387096774193,83819.0,41.4,521.0,98.0,89.0,0.0,0.0,589.0,0.0,272.0,166.0,20.0,15.0
170311005003,943.0,1145.3387096774193,79954.0,45.2,633.0,168.0,24.0,26.0,26.0,849.0,0.0,368.0,227.0,0.0,0.0
170318311002,2312.0,1157.0,82288.0,32.3,1703.0,248.0,145.0,19.0,0.0,1985.0,1.0,284.0,275.0,53.0,39.0
170312104002,985.0,1144.0,62143.0,30.8,604.0,79.0,0.0,0.0,0.0,836.0,34.0,98.0,171.0,43.0,37.0
170311007004,973.0,1145.3387096774193,109063.0,54.2,855.0,220.0,84.0,8.0,0.0,961.0,0.0,388.0,74.0,0.0,0.0
170311101002,799.0,1585.0,98571.0,42.0,516.0,128.0,47.0,0.0,0.0,764.0,10.0,215.0,128.0,60.0,16.0
170311101005,1279.0,1081.0,111622.0,36.9,959.0,356.0,88.0,0.0,0.0,1038.0,0.0,339.0,241.0,2.0,2.0
170312311001,1217.0,877.0,85208.08522167488,33.0,760.0,79.0,40.0,0.0,8.0,143.0,703.0,163.0,217.0,43.0,57.0
170318421004,1635.0,1036.0,85208.08522167488,22.5,693.0,73.0,0.0,0.0,0.0,43.0,724.0,197.0,383.0,177.0,120.0
170318414001,463.0,1321.0,56250.0,42.5,305.0,17.0,0.0,0.0,0.0,14.0,449.0,66.0,96.0,24.0,30.0
170312922001,559.0,896.0,32917.0,32.7,364.0,40.0,0.0,8.0,0.0,13.0,496.0,95.0,113.0,32.0,38.0
170312922002,1321.0,1023.0,37692.0,26.1,686.0,69.0,19.0,12.0,0.0,90.0,1183.0,76.0,132.0,35.0,80.0
170312925002,1413.0,1175.0,41118.0,35.8,939.0,96.0,77.0,24.0,0.0,50.0,985.0,205.0,215.0,212.0,312.0
170312925003,791.0,987.0,53707.0,46.4,610.0,73.0,38.0,0.0,8.0,79.0,712.0,178.0,81.0,28.0,35.0
170312925004,345.0,1402.0,63967.0,39.9,243.0,42.0,16.0,0.0,11.0,34.0,311.0,62.0,79.0,29.0,9.0
170312511003,730.0,1271.0,31295.0,32.9,448.0,27.0,14.0,0.0,0.0,87.0,558.0,121.0,98.0,25.0,93.0
170315702001,2236.0,791.0,74659.0,36.2,1429.0,226.0,72.0,0.0,0.0,1470.0,0.0,538.0,415.0,37.0,43.0
170313105001,1491.0,1009.0,35365.0,30.1,972.0,131.0,75.0,0.0,22.0,887.0,0.0,128.0,353.0,51.0,36.0
170313106003,1331.0,780.0,24005.0,27.7,862.0,210.0,21.0,23.0,21.0,600.0,0.0,109.0,199.0,48.0,43.0
170316006002,1100.0,981.0,65304.0,39.2,721.0,20.0,73.0,0.0,0.0,264.0,39.0,164.0,230.0,69.0,102.0
170317402003,1743.0,1145.3387096774193,120750.0,37.9,1042.0,272.0,135.0,24.0,34.0,1663.0,0.0,493.0,576.0,1.0,3.0
170317505004,714.0,1145.3387096774193,82721.0,60.1,556.0,47.0,48.0,0.0,0.0,163.0,523.0,262.0,0.0,19.0,44.0
170312430001,876.0,1444.0,160833.0,34.0,783.0,270.0,90.0,66.0,16.0,664.0,58.0,186.0,75.0,192.0,117.0
170312431001,1575.0,1500.0,196250.0,33.1,1227.0,518.0,216.0,71.0,24.0,1370.0,36.0,313.0,268.0,170.0,106.0
170312434001,1243.0,1216.0,58077.0,32.5,990.0,364.0,168.0,73.0,14.0,892.0,92.0,207.0,163.0,203.0,117.0
170312434003,1135.0,1874.0,148068.0,33.8,923.0,394.0,321.0,19.0,11.0,964.0,2.0,296.0,172.0,80.0,122.0
170311406011,2886.0,1044.0,51053.0,36.6,2048.0,364.0,89.0,27.0,0.0,1407.0,341.0,356.0,574.0,113.0,168.0
170311606012,597.0,1381.0,79318.0,36.0,510.0,131.0,89.0,0.0,10.0,464.0,26.0,170.0,57.0,41.0,39.0
170311504014,1100.0,1038.0,84479.0,39.3,739.0,157.0,80.0,0.0,0.0,742.0,62.0,182.0,189.0,11.0,18.0
170311505022,1020.0,1273.0,76397.0,43.6,753.0,197.0,22.0,14.0,9.0,722.0,35.0,203.0,195.0,60.0,44.0
170311002003,775.0,1145.3387096774193,148235.0,59.2,649.0,138.0,96.0,20.0,0.0,723.0,45.0,232.0,108.0,10.0,20.0
170311303001,904.0,1106.0,38375.0,32.8,531.0,123.0,21.0,0.0,0.0,392.0,94.0,84.0,218.0,0.0,0.0
170318318002,809.0,1133.0,85208.08522167488,27.5,459.0,68.0,124.0,0.0,29.0,312.0,33.0,136.0,75.0,11.0,33.0
170311401002,1661.0,1365.0,60227.0,30.0,991.0,283.0,81.0,70.0,0.0,850.0,328.0,221.0,407.0,86.0,100.0
170311404001,899.0,955.0,55054.0,47.9,638.0,120.0,8.0,23.0,17.0,493.0,10.0,260.0,144.0,203.0,98.0
170311405001,1151.0,1281.0,96220.0,35.2,746.0,197.0,40.0,57.0,0.0,528.0,0.0,188.0,278.0,161.0,69.0
170311405002,908.0,999.0,77143.0,36.9,612.0,167.0,42.0,0.0,5.0,545.0,47.0,169.0,199.0,0.0,0.0
170311203003,1515.0,1145.3387096774193,198125.0,42.7,964.0,337.0,131.0,89.0,0.0,1445.0,0.0,485.0,449.0,0.0,5.0
170311203005,866.0,1145.3387096774193,155461.0,49.0,582.0,275.0,78.0,43.0,26.0,739.0,0.0,352.0,223.0,1.0,7.0
170311203006,1135.0,1145.3387096774193,162917.0,48.2,815.0,416.0,160.0,36.0,5.0,825.0,0.0,368.0,283.0,3.0,5.0
170311204002,1147.0,1178.0,82833.0,33.4,880.0,178.0,87.0,26.0,9.0,590.0,0.0,282.0,210.0,31.0,30.0
170312001003,1576.0,979.0,59057.0,36.6,1105.0,145.0,105.0,9.0,27.0,1125.0,9.0,280.0,348.0,102.0,96.0
170311204003,1494.0,1255.0,106250.0,35.0,1021.0,297.0,58.0,16.0,9.0,871.0,18.0,376.0,400.0,9.0,19.0
170312408001,476.0,1200.0,85208.08522167488,34.1,317.0,113.0,48.0,24.0,6.0,444.0,17.0,108.0,86.0,157.0,127.0
170310204002,1157.0,1211.0,115375.0,42.1,886.0,368.0,164.0,24.0,25.0,698.0,105.0,367.0,237.0,20.0,25.0
170315102003,1719.0,1707.0,52383.0,36.7,1103.0,197.0,92.0,0.0,1.0,265.0,1454.0,363.0,364.0,20.0,21.0
170315206001,2852.0,1158.0,57917.0,33.0,1727.0,81.0,46.0,33.0,0.0,2656.0,13.0,643.0,764.0,17.0,18.0
170314910004,1154.0,1618.0,63629.0,24.1,533.0,49.0,1.0,0.0,13.0,22.0,1123.0,113.0,39.0,0.0,0.0
170314910002,1177.0,555.0,85208.08522167488,25.4,610.0,11.0,24.0,0.0,14.0,0.0,1177.0,117.0,283.0,31.0,26.0
170314910005,548.0,595.0,85208.08522167488,52.6,485.0,6.0,14.0,28.0,7.0,0.0,528.0,137.0,25.0,0.0,0.0
170316604002,1188.0,676.0,39816.0,31.5,708.0,69.0,0.0,0.0,0.0,288.0,116.0,167.0,337.0,83.0,150.0
170310609001,1130.0,1199.0,85208.08522167488,31.2,900.0,720.0,115.0,20.0,0.0,841.0,129.0,148.0,43.0,143.0,96.0
170310202003,1971.0,1145.3387096774193,97961.0,42.1,1180.0,408.0,73.0,46.0,0.0,958.0,20.0,501.0,702.0,11.0,8.0
170310401001,1367.0,1249.0,130515.0,39.9,1203.0,395.0,208.0,54.0,17.0,1026.0,213.0,221.0,96.0,55.0,42.0
170310305003,2012.0,1133.0,84853.0,38.2,1591.0,256.0,270.0,52.0,29.0,1688.0,18.0,330.0,327.0,143.0,76.0
170312912002,916.0,1056.0,23889.0,23.2,434.0,58.0,0.0,0.0,0.0,44.0,825.0,40.0,300.0,111.0,54.0
170318431001,1004.0,951.0,20972.0,27.0,503.0,12.0,35.0,1.0,0.0,60.0,943.0,17.0,363.0,92.0,76.0
170318401002,2301.0,944.0,49375.0,43.0,1604.0,401.0,77.0,18.0,0.0,824.0,0.0,287.0,478.0,51.0,14.0
170318216001,953.0,1145.3387096774193,88864.0,33.0,552.0,38.0,40.0,0.0,27.0,445.0,448.0,230.0,218.0,2.0,7.0
170318216002,1223.0,770.0,70094.0,39.3,758.0,105.0,30.0,0.0,20.0,548.0,599.0,351.0,288.0,46.0,13.0
170310810003,804.0,1164.0,85208.08522167488,34.6,733.0,345.0,115.0,36.0,0.0,506.0,135.0,88.0,0.0,59.0,105.0
170310803002,2158.0,2194.0,201489.0,30.1,1690.0,914.0,378.0,200.0,77.0,1765.0,174.0,659.0,310.0,212.0,31.0
170310702003,1073.0,1452.0,162750.0,28.6,886.0,398.0,302.0,57.0,37.0,857.0,40.0,74.0,46.0,198.0,180.0
170310701022,737.0,1750.0,250001.0,30.4,621.0,414.0,112.0,18.0,30.0,671.0,23.0,166.0,57.0,85.0,332.0
170310701023,763.0,992.0,193375.0,32.8,663.0,324.0,89.0,43.0,16.0,681.0,30.0,144.0,25.0,0.0,0.0
170310714003,1408.0,1770.0,126429.0,33.0,1139.0,665.0,233.0,73.0,41.0,1201.0,46.0,328.0,16.0,246.0,367.0
170310714001,931.0,1587.0,195789.0,27.7,570.0,285.0,75.0,98.0,60.0,805.0,28.0,116.0,133.0,151.0,151.0
170310715001,1102.0,1421.0,145284.0,30.9,963.0,518.0,149.0,80.0,17.0,943.0,0.0,245.0,61.0,0.0,0.0
170317404004,627.0,1145.3387096774193,91111.0,40.0,418.0,80.0,49.0,0.0,0.0,602.0,11.0,236.0,183.0,6.0,1.0
170317506004,838.0,1063.0,85208.08522167488,36.4,477.0,25.0,24.0,0.0,0.0,27.0,668.0,161.0,100.0,15.0,38.0
170317505003,1829.0,1262.0,50214.0,34.7,1104.0,133.0,63.0,19.0,53.0,85.0,1638.0,350.0,442.0,58.0,49.0
170318216004,973.0,1145.0,74231.0,37.4,809.0,181.0,30.0,5.0,0.0,581.0,374.0,317.0,114.0,27.0,11.0
170318216005,664.0,1066.0,85208.08522167488,45.3,448.0,54.0,20.0,0.0,20.0,240.0,275.0,158.0,148.0,39.0,20.0
170318257003,1610.0,800.0,75647.0,34.6,1017.0,134.0,42.0,7.0,0.0,371.0,1086.0,395.0,494.0,0.0,0.0
170318116002,1358.0,1143.0,62111.0,39.9,965.0,101.0,80.0,0.0,0.0,933.0,123.0,198.0,135.0,0.0,0.0
170318116001,1407.0,961.0,47188.0,56.0,1121.0,174.0,58.0,21.0,0.0,1022.0,0.0,374.0,235.0,0.0,0.0
170310633031,538.0,2402.0,148929.0,85.6,517.0,201.0,69.0,60.0,16.0,507.0,0.0,51.0,17.0,2.0,90.0
170310812013,1280.0,1770.0,250001.0,40.7,1160.0,567.0,270.0,124.0,69.0,1005.0,13.0,332.0,57.0,75.0,100.0
170310813005,852.0,1606.0,137132.0,60.8,656.0,124.0,136.0,76.0,127.0,807.0,16.0,339.0,95.0,2.0,34.0
170310813001,776.0,1841.0,85208.08522167488,37.3,679.0,317.0,191.0,15.0,18.0,553.0,14.0,304.0,0.0,3.0,37.0
170310813002,191.0,1145.3387096774193,85208.08522167488,61.3,191.0,53.0,17.0,35.0,18.0,161.0,12.0,85.0,0.0,0.0,0.0
170310814033,2480.0,2327.0,120313.0,29.8,1875.0,890.0,350.0,320.0,81.0,1801.0,38.0,353.0,114.0,450.0,208.0
170313201003,3798.0,2362.0,156536.0,34.8,3108.0,1048.0,1163.0,342.0,233.0,2446.0,241.0,831.0,282.0,88.0,61.0
170318390003,1672.0,1145.3387096774193,84948.0,50.9,1524.0,421.0,289.0,64.0,46.0,936.0,142.0,427.0,124.0,64.0,120.0
170310803003,987.0,2301.0,161071.0,32.9,780.0,379.0,217.0,57.0,47.0,756.0,0.0,315.0,121.0,26.0,47.0
170310803001,835.0,1896.0,202539.0,30.5,713.0,365.0,117.0,127.0,29.0,739.0,0.0,217.0,111.0,215.0,11.0
170310802012,1239.0,1709.0,203125.0,46.1,1163.0,631.0,179.0,89.0,21.0,1100.0,42.0,507.0,0.0,130.0,276.0
170310801004,937.0,1145.3387096774193,235504.0,71.3,860.0,319.0,136.0,41.0,42.0,743.0,0.0,388.0,77.0,69.0,56.0
170310801006,817.0,1827.0,85208.08522167488,41.8,703.0,313.0,210.0,154.0,0.0,787.0,30.0,234.0,114.0,0.0,0.0
170310801001,523.0,1481.0,250001.0,32.8,441.0,167.0,38.0,154.0,19.0,476.0,0.0,173.0,0.0,0.0,0.0
170310802021,621.0,1819.0,250001.0,32.3,516.0,187.0,111.0,92.0,10.0,549.0,8.0,161.0,18.0,175.0,204.0
170310810004,1491.0,1123.0,250001.0,39.2,1275.0,621.0,125.0,166.0,40.0,815.0,345.0,116.0,145.0,167.0,318.0
170310810006,1415.0,1184.0,73548.0,57.0,1383.0,465.0,144.0,16.0,28.0,836.0,407.0,42.0,0.0,286.0,238.0
170314201001,1548.0,816.0,24107.0,45.3,1071.0,140.0,96.0,0.0,26.0,56.0,1372.0,17.0,285.0,94.0,107.0
170314202001,1713.0,983.0,41618.0,27.6,969.0,258.0,179.0,37.0,25.0,446.0,1113.0,147.0,435.0,64.0,27.0
170317004011,2418.0,1169.0,77472.0,35.6,1499.0,261.0,175.0,20.0,0.0,370.0,1668.0,584.0,565.0,66.0,35.0
170317302012,713.0,1145.3387096774193,47609.0,56.3,621.0,95.0,61.0,1.0,0.0,45.0,668.0,247.0,48.0,41.0,167.0
170313018033,1171.0,961.0,42258.0,37.1,737.0,45.0,10.0,0.0,0.0,497.0,0.0,233.0,310.0,4.0,12.0
170317105004,1109.0,790.0,44549.0,36.5,773.0,56.0,23.0,0.0,0.0,60.0,1040.0,241.0,102.0,62.0,36.0
170311403022,1615.0,1346.0,81827.0,34.9,1184.0,198.0,204.0,26.0,20.0,739.0,41.0,230.0,385.0,0.0,0.0
170317201001,886.0,1145.3387096774193,226635.0,42.4,541.0,200.0,105.0,62.0,25.0,678.0,189.0,297.0,302.0,22.0,43.0
170317202001,791.0,829.0,92604.0,47.8,641.0,116.0,150.0,59.0,0.0,224.0,531.0,305.0,108.0,16.0,16.0
170317202002,1230.0,1145.3387096774193,82800.0,50.3,868.0,169.0,81.0,6.0,0.0,365.0,769.0,413.0,208.0,8.0,14.0
170314112002,589.0,1522.0,250001.0,30.8,334.0,70.0,42.0,65.0,76.0,437.0,49.0,127.0,145.0,109.0,77.0
